question,choices,correct,type,model_response,model_response_color,correct_color,accuracy_baseline,accuracy
gloves_rot_s_9.jpg,"['brown', 'pink', 'red', 'purple']",['brown'],1,2,red,brown,0.25,0
controlbox_rot_s_3.jpg,"['brown', 'green', 'pink', 'purple']",['brown'],1,1,green,brown,0.25,0
towel_rot_s_2.jpg,"['brown', 'purple', 'pink', 'blue']",['brown'],1,3,blue,brown,0.25,0
controlbox_rot_s_4.jpg,"['brown', 'yellow', 'pink', 'blue']",['brown'],1,3,blue,brown,0.25,0
box_hat_rot_s_4.jpg,"['brown', 'red', 'pink', 'blue']",['brown'],1,3,blue,brown,0.25,0
tape_dispenser_rot_s_8.jpg,"['brown', 'yellow', 'blue', 'green']",['brown'],1,2,blue,brown,0.25,0
briefcase_rot_s_2.jpg,"['brown', 'pink', 'red', 'blue']",['brown'],1,3,blue,brown,0.25,0
cardboard_rot_s_4.jpg,"['brown', 'pink', 'blue', 'red']",['brown'],1,2,blue,brown,0.25,0
tape_dispenser_rot_s_7.jpg,"['brown', 'green', 'purple', 'pink']",['brown'],1,1,green,brown,0.25,0
clamp_rot_s_9.jpg,"['pink', 'brown', 'red', 'yellow']",['pink'],1,2,red,pink,0.25,0
takeout_container_rot_s_2.jpg,"['pink', 'blue', 'green', 'red']",['pink'],1,1,blue,pink,0.25,0
container_open_rot_s_3.jpg,"['pink', 'brown', 'purple', 'yellow']",['pink'],1,3,yellow,pink,0.25,0
chair_recliner_rot_s_10.jpg,"['pink', 'blue', 'yellow', 'red']",['pink'],1,1,blue,pink,0.25,0
cocktail_umbrella_rot_s_1.jpg,"['pink', 'yellow', 'red', 'blue']",['pink'],1,3,blue,pink,0.25,0
packingtape_rot_s_5.jpg,"['pink', 'yellow', 'green', 'red']",['pink'],1,2,green,pink,0.25,0
gloves_rot_s_7.jpg,"['pink', 'yellow', 'brown', 'blue']",['pink'],1,3,blue,pink,0.25,0
handbag_rot_s_3.jpg,"['pink', 'green', 'yellow', 'purple']",['pink'],1,1,green,pink,0.25,0
jug_rot_s_1.jpg,"['pink', 'red', 'purple', 'brown']",['pink'],1,1,red,pink,0.25,0
takeout_container_rot_s_1.jpg,"['pink', 'red', 'green', 'yellow']",['pink'],1,2,green,pink,0.25,0
nailpolish_rot_s_1.jpg,"['pink', 'green', 'brown', 'red']",['pink'],1,1,green,pink,0.25,0
packingtape_rot_s_6.jpg,"['pink', 'yellow', 'blue', 'green']",['pink'],1,2,blue,pink,0.25,0
pail_rot_s_6.jpg,"['pink', 'brown', 'purple', 'yellow']",['pink'],1,3,yellow,pink,0.25,0
jug_rot_s_2.jpg,"['pink', 'purple', 'brown', 'red']",['pink'],1,3,red,pink,0.25,0
container_open_rot_s_1.jpg,"['pink', 'yellow', 'red', 'blue']",['pink'],1,3,blue,pink,0.25,0
jacket_rot_s_1.jpg,"['pink', 'green', 'red', 'blue']",['pink'],1,3,blue,pink,0.25,0
gloves_rot_s_8.jpg,"['pink', 'purple', 'green', 'red']",['pink'],1,2,green,pink,0.25,0
fakeapple_rot_s_7.jpg,"['pink', 'red', 'green', 'blue']",['pink'],1,3,blue,pink,0.25,0
container_open_rot_s_4.jpg,"['pink', 'red', 'blue', 'brown']",['pink'],1,2,blue,pink,0.25,0
hand_puppet_rot_s_5.jpg,"['pink', 'purple', 'yellow', 'brown']",['pink'],1,2,yellow,pink,0.25,0
theater_seats_rot_s_2.jpg,"['pink', 'green', 'red', 'yellow']",['pink'],1,1,green,pink,0.25,0
cocktail_umbrella_rot_s_2.jpg,"['pink', 'blue', 'brown', 'green']",['pink'],1,1,blue,pink,0.25,0
accordion_rot_s_7.jpg,"['pink', 'red', 'blue', 'yellow']",['pink'],1,2,blue,pink,0.25,0
chair_recliner_rot_s_9.jpg,"['pink', 'brown', 'yellow', 'red']",['pink'],1,3,red,pink,0.25,0
nailpolish_rot_s_2.jpg,"['pink', 'yellow', 'red', 'blue']",['pink'],1,3,blue,pink,0.25,0
hand_puppet_rot_s_6.jpg,"['pink', 'brown', 'blue', 'purple']",['pink'],1,2,blue,pink,0.25,0
briefcase_rot_s_3.jpg,"['pink', 'brown', 'green', 'blue']",['pink'],1,3,blue,pink,0.25,0
clamp_rot_s_10.jpg,"['pink', 'yellow', 'blue', 'brown']",['pink'],1,2,blue,pink,0.25,0
jacket_rot_s_2.jpg,"['pink', 'yellow', 'red', 'green']",['pink'],1,3,green,pink,0.25,0
theater_seats_rot_s_1.jpg,"['pink', 'yellow', 'purple', 'red']",['pink'],1,3,red,pink,0.25,0
pail_rot_s_5.jpg,"['pink', 'yellow', 'blue', 'purple']",['pink'],1,2,blue,pink,0.25,0
Scanner_rot_s_3.jpg,"['pink', 'blue', 'purple', 'brown']",['pink'],1,1,blue,pink,0.25,0
controlbox_rot_s_5.jpg,"['purple', 'pink', 'brown', 'yellow']",['purple'],1,3,yellow,purple,0.25,0
fuel_tank_rot_s_9.jpg,"['purple', 'green', 'pink', 'blue']",['purple'],1,3,blue,purple,0.25,0
phone_antique_rot_s_8.jpg,"['purple', 'red', 'yellow', 'blue']",['purple'],1,3,blue,purple,0.25,0
flask_rot_s_10.jpg,"['purple', 'yellow', 'pink', 'brown']",['purple'],1,1,yellow,purple,0.25,0
cocktail_umbrella_rot_s_3.jpg,"['purple', 'blue', 'brown', 'yellow']",['purple'],1,1,blue,purple,0.25,0
tissues_rot_s_9.jpg,"['purple', 'pink', 'blue', 'green']",['purple'],1,2,blue,purple,0.25,0
tool_box_rot_s_1.jpg,"['purple', 'brown', 'red', 'blue']",['purple'],1,3,blue,purple,0.25,0
cocktail_umbrella_rot_s_4.jpg,"['purple', 'pink', 'yellow', 'blue']",['purple'],1,3,blue,purple,0.25,0
chair_recliner_rot_s_8.jpg,"['purple', 'yellow', 'brown', 'red']",['purple'],1,3,red,purple,0.25,0
tissues_rot_s_8.jpg,"['purple', 'pink', 'brown', 'yellow']",['purple'],1,3,yellow,purple,0.25,0
towel_rot_s_3.jpg,"['purple', 'pink', 'yellow', 'blue']",['purple'],1,3,blue,purple,0.25,0
accordion_rot_s_4.jpg,"['purple', 'yellow', 'red', 'brown']",['purple'],1,2,red,purple,0.25,0
kettle_rot_s_6.jpg,"['purple', 'yellow', 'pink', 'green']",['purple'],1,3,green,purple,0.25,0
tape_dispenser_rot_s_1.jpg,"['purple', 'blue', 'pink', 'green']",['purple'],1,1,blue,purple,0.25,0
jug_rot_s_4.jpg,"['purple', 'red', 'yellow', 'blue']",['purple'],1,3,blue,purple,0.25,0
fuel_tank_rot_s_10.jpg,"['purple', 'blue', 'pink', 'green']",['purple'],1,1,blue,purple,0.25,0
tape_dispenser_rot_s_2.jpg,"['purple', 'red', 'green', 'blue']",['purple'],1,3,blue,purple,0.25,0
tool_box_rot_s_2.jpg,"['purple', 'red', 'pink', 'brown']",['purple'],1,1,red,purple,0.25,0
pitcher_rot_s_5.jpg,"['purple', 'green', 'brown', 'red']",['purple'],1,1,green,purple,0.25,0
controlbox_rot_s_6.jpg,"['purple', 'red', 'green', 'pink']",['purple'],1,2,green,purple,0.25,0
flask_rot_s_9.jpg,"['purple', 'yellow', 'brown', 'red']",['purple'],1,3,red,purple,0.25,0
chapstick_rot_s_8.jpg,"['purple', 'pink', 'yellow', 'brown']",['purple'],1,2,yellow,purple,0.25,0
sponge_rot_s_10.jpg,"['purple', 'brown', 'green', 'blue']",['purple'],1,3,blue,purple,0.25,0
jacket_rot_s_3.jpg,"['purple', 'pink', 'blue', 'red']",['purple'],1,2,blue,purple,0.25,0
holy_vase_rot_s_2.jpg,"['purple', 'brown', 'red', 'yellow']",['purple'],1,2,red,purple,0.25,0
nailpolish_rot_s_4.jpg,"['purple', 'red', 'blue', 'green']",['purple'],1,2,blue,purple,0.25,0
measuring_spoons_rot_s_6.jpg,"['purple', 'yellow', 'brown', 'blue']",['purple'],1,3,blue,purple,0.25,0
accordion_rot_s_1.jpg,"['purple', 'green', 'blue', 'pink']",['purple'],1,2,blue,purple,0.25,0
tape_dispenser_rot_s_3.jpg,"['purple', 'blue', 'yellow', 'green']",['purple'],1,1,blue,purple,0.25,0
tape_dispenser_rot_s_4.jpg,"['purple', 'green', 'red', 'brown']",['purple'],1,1,green,purple,0.25,0
gift_box_rot_s_3.jpg,"['purple', 'brown', 'pink', 'green']",['purple'],1,3,green,purple,0.25,0
cardboard_rot_s_5.jpg,"['purple', 'red', 'brown', 'pink']",['purple'],1,1,red,purple,0.25,0
accordion_rot_s_2.jpg,"['purple', 'pink', 'green', 'yellow']",['purple'],1,2,green,purple,0.25,0
scanner_rot_s_4.jpg,"['purple', 'blue', 'green', 'pink']",['purple'],1,1,blue,purple,0.25,0
hand_puppet_rot_s_10.jpg,"['purple', 'green', 'brown', 'yellow']",['purple'],1,1,green,purple,0.25,0
jug_rot_s_3.jpg,"['purple', 'red', 'brown', 'yellow']",['purple'],1,1,red,purple,0.25,0
razor_rot_s_4.jpg,"['purple', 'yellow', 'green', 'pink']",['purple'],1,2,green,purple,0.25,0
extension_cord_s_10.jpg,"['purple', 'brown', 'green', 'blue']",['purple'],1,3,blue,purple,0.25,0
takeout_container_rot_s_3.jpg,"['purple', 'yellow', 'blue', 'green']",['purple'],1,2,blue,purple,0.25,0
chapstick_rot_s_7.jpg,"['purple', 'yellow', 'red', 'pink']",['purple'],1,2,red,purple,0.25,0
box_hat_rot_s_6.jpg,"['purple', 'yellow', 'green', 'red']",['purple'],1,2,green,purple,0.25,0
chair_recliner_rot_s_7.jpg,"['purple', 'pink', 'yellow', 'red']",['purple'],1,3,red,purple,0.25,0
cardboard_rot_s_6.jpg,"['purple', 'green', 'brown', 'blue']",['purple'],1,3,blue,purple,0.25,0
razor_rot_s_3.jpg,"['purple', 'pink', 'blue', 'green']",['purple'],1,2,blue,purple,0.25,0
pitcher_rot_s_6.jpg,"['purple', 'pink', 'blue', 'yellow']",['purple'],1,2,blue,purple,0.25,0
jacket_rot_s_4.jpg,"['purple', 'yellow', 'blue', 'red']",['purple'],1,2,blue,purple,0.25,0
kettle_rot_s_5.jpg,"['purple', 'blue', 'pink', 'green']",['purple'],1,1,blue,purple,0.25,0
theater_seats_rot_s_3.jpg,"['purple', 'red', 'green', 'pink']",['purple'],1,2,green,purple,0.25,0
tissues_rot_s_7.jpg,"['purple', 'yellow', 'brown', 'pink']",['purple'],1,1,yellow,purple,0.25,0
notecards_rot_s_2.jpg,"['purple', 'red', 'brown', 'blue']",['purple'],1,3,blue,purple,0.25,0
hand_puppet_rot_s_9.jpg,"['purple', 'green', 'red', 'brown']",['purple'],1,1,green,purple,0.25,0
extension_cord_rot_s_1.jpg,"['purple', 'red', 'brown', 'blue']",['purple'],1,3,blue,purple,0.25,0
sponge_rot_s_9.jpg,"['purple', 'brown', 'yellow', 'pink']",['purple'],1,2,yellow,purple,0.25,0
gift_box_rot_s_4.jpg,"['purple', 'yellow', 'blue', 'red']",['purple'],1,2,blue,purple,0.25,0
notebook_rot_s_10.jpg,"['purple', 'pink', 'green', 'blue']",['purple'],1,3,blue,purple,0.25,0
chair_rot_s_6.jpg,"['purple', 'pink', 'yellow', 'green']",['purple'],1,3,green,purple,0.25,0
measuring_spoons_rot_s_5.jpg,"['purple', 'brown', 'green', 'blue']",['purple'],1,3,blue,purple,0.25,0
theater_seats_rot_s_4.jpg,"['purple', 'yellow', 'green', 'blue']",['purple'],1,3,blue,purple,0.25,0
nailpolish_rot_s_3.jpg,"['purple', 'pink', 'brown', 'blue']",['purple'],1,3,blue,purple,0.25,0
lotion_rot_s_6.jpg,"['purple', 'pink', 'green', 'blue']",['purple'],1,3,blue,purple,0.25,0
phone_antique_rot_s_7.jpg,"['purple', 'brown', 'yellow', 'green']",['purple'],1,3,green,purple,0.25,0
extension_cord_rot_s_3.jpg,"['purple', 'yellow', 'red', 'green']",['purple'],1,3,green,purple,0.25,0
notecards_rot_s_1.jpg,"['purple', 'brown', 'pink', 'blue']",['purple'],1,3,blue,purple,0.25,0
notebook_rot_s_9.jpg,"['purple', 'yellow', 'blue', 'brown']",['purple'],1,2,blue,purple,0.25,0
lotion_rot_s_5.jpg,"['purple', 'brown', 'red', 'yellow']",['purple'],1,2,red,purple,0.25,0
takeout_container_rot_s_4.jpg,"['purple', 'brown', 'red', 'blue']",['purple'],1,3,blue,purple,0.25,0
box_hat_rot_s_5.jpg,"['purple', 'pink', 'blue', 'green']",['purple'],1,2,blue,purple,0.25,0
holy_vase_rot_s_1.jpg,"['purple', 'yellow', 'green', 'red']",['purple'],1,2,green,purple,0.25,0
