question,choices,correct,type,accuracy
nailpolish_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
lotion_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
handbag_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['red'],1,0
sugar_bowl_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'pink']",1,0
lotion_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
tool_box_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
packingtape_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
chapstick_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
tape_dispenser_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['brown'],1,0
scanner_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['red'],1,0
container_open_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
truck_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
container_open_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
briefcase_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['brown'],1,0
pail_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
pail_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'green']",1,0
extension_cord_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['red'],1,0
chair_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
valve_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'pink']",1,0
phone_antique_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
gloves_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
scanner_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['red'],1,0
accordion_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
nailpolish_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
hand_puppet_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
sugar_bowl_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
chapstick_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
razor_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['red'],1,0
packingtape_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
fakeapple_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
packingtape_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
holy_vase_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'pink']",1,0
box_hat_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
sponge_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
kettle_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
notecards_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'pink']",1,0
scanner_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
scanner_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
sponge_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'pink']",1,0
hand_puppet_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
valve_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'pink']",1,0
box_hat_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
gift_box_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
box_hat_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
box_hat_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
nailpolish_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
clamp_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,1
notebook_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['red'],1,0
truck_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
jacket_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['orange'],1,0
tape_dispenser_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
briefcase_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
notecards_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
theater_seats_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['orange'],1,0
gloves_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
lotion_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
valve_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
tennis_racket_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
tool_box_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
umbrella_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'orange']",1,1
pitcher_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
fakeapple_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['brown'],1,1
fakeapple_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
gloves_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
phone_antique_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'pink']",1,0
lotion_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
notebook_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
theater_seats_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'green']",1,0
chapstick_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
sponge_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
clamp_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
jacket_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
briefcase_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['brown'],1,0
holy_vase_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
notebook_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
holy_vase_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
holy_vase_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
umbrella_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'green']",1,0
umbrella_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
pail_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
kettle_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
notebook_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
handbag_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['red'],1,0
measuring_spoons_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
razor_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'green']",1,0
packingtape_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'green']",1,0
packingtape_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'green']",1,0
fuel_tank_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
phone_antique_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'pink']",1,1
flask_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
controlbox_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
gloves_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'brown']",1,0
lotion_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
clamp_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['orange'],1,0
truck_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
watch_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
box_hat_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
notecards_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'brown']",1,1
jacket_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,1
packingtape_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
extension_cord_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
truck_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
takeout_container_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'orange']",1,0
controlbox_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['brown', 'orange']",1,1
fuel_tank_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
theater_seats_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
tape_dispenser_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
kettle_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
scanner_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
kettle_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
accordion_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,1
tennis_racket_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['orange'],1,0
container_open_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
holy_vase_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
chair_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'orange']",1,1
chair_recliner_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
clamp_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
cocktail_umbrella_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
fakeapple_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
pitcher_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
cardboard_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
sponge_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
packingtape_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
chair_recliner_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,1
usb_key_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
fuel_tank_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
hand_puppet_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'green']",1,0
tennis_racket_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
pail_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['orange'],1,0
chair_recliner_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,1
notecards_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
gift_box_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
gloves_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
phone_antique_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
kettle_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
chapstick_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'pink']",1,0
lotion_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
cardboard_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
flask_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
tennis_racket_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
jacket_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
kettle_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
handbag_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
measuring_spoons_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['red'],1,0
umbrella_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'orange']",1,0
chapstick_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
holy_vase_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
cardboard_rot_s_2.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
fakeapple_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
umbrella_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'green']",1,1
tool_box_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
usb_key_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'green']",1,0
controlbox_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
flask_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
pail_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
gift_box_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
pail_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
nailpolish_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
takeout_container_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['blue', 'green']",1,0
hand_puppet_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
kettle_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,1
fakeapple_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['brown'],1,0
sponge_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
towel_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
Scanner_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
lotion_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['red'],1,0
handbag_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
flask_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
usb_key_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'green']",1,0
chair_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
takeout_container_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['blue', 'green']",1,0
sponge_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
accordion_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'green']",1,0
controlbox_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['brown', 'orange']",1,0
holy_vase_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'pink']",1,0
chair_recliner_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
theater_seats_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'green']",1,0
phone_antique_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
sugar_bowl_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'pink']",1,0
hand_puppet_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,1
pitcher_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
cocktail_umbrella_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'orange']",1,0
nailpolish_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
tennis_racket_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
chair_recliner_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
kettle_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
hand_puppet_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
jug_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
cardboard_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
controlbox_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'green']",1,0
notebook_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
gift_box_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
usb_key_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['red'],1,1
chapstick_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['yellow'],1,0
tool_box_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['red'],1,0
notecards_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
nailpolish_rot_s_3.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
chapstick_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'pink']",1,0
fuel_tank_rot_s_6.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['red', 'pink']",1,0
umbrella_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
chapstick_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
sponge_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
takeout_container_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['purple'],1,0
fakeapple_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
tool_box_rot_s_8.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['red'],1,0
container_open_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
razor_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['green'],1,0
tool_box_rot_s_4.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
jacket_rot_s_1.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['pink'],1,0
towel_rot_s_5.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
pail_rot_s_9.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['blue'],1,0
takeout_container_rot_s_7.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']","['yellow', 'orange']",1,0
usb_key_rot_s_10.jpg,"['blue', 'red', 'yellow', 'green', 'brown', 'orange', 'pink', 'purple']",['red'],1,1
